Machine,Type Of Failure,Defect Code,Microstop Description,Type,Declaration Start Time,Call Maintenance Time,Intervention Start Time,Declaration End Time,Down Time,Delay Time,Operator ID,Maintenance ID,Comment,Serial Device,Down Time (min),Delay Time (min),Reaction Time (min),Waiting Time (min),Intervention Time (min),Total Maintenance Time (min),Hour,Shift,Comment_Clean
KOMAX_18,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-10 22:24:20,2025-09-10 22:24:25,2025-09-10 22:43:14,2025-09-10 22:46:04.823,00:21:39,00:18:49,28768,6222,red ,na,21.65,18.82,0.08,18.82,2.85,21.66,22.0,Nuit,REDEMARRAGE
KOMAX_15,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-11 07:34:43,2025-09-11 07:35:01,2025-09-11 07:50:40,2025-09-11 07:56:09.663,00:21:08,00:15:39,94901,6032,rg bellm+rg ta;eoin,LS109194 ,21.13,15.65,0.3,15.65,5.49,21.14,7.0,Matin,REGLAGE BELLMOUTH TÉMOIN+REGLAGE TA;EOIN
KOMAX_8,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-11 09:52:56,2025-09-11 09:52:59,2025-09-11 09:56:15,2025-09-11 10:13:06.940,00:20:07,00:03:16,25065,404,reglage redresseurs + test acs 204 ,INCONNU,20.12,3.27,0.05,3.27,16.87,20.13,9.0,Matin,REGLAGE REDRESSEURS + TEST ACS 204
KOMAX_26,APPAREILS QUALITE,Q02,P-Micromètre,Maintenance,2025-09-11 20:17:55,2025-09-11 20:18:01,2025-09-11 20:37:59,2025-09-11 20:40:18.903,00:22:17,00:19:58,28774,831,chgt port,INCONNU,22.28,19.97,0.1,19.97,2.33,22.3,20.0,Après-midi,CHANGEMENT PORT
KOMAX_23,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-12 20:12:20,2025-09-12 20:12:25,2025-09-12 20:14:28,2025-09-12 20:15:55.667,00:03:30,00:02:03,28854,976,pb guide file ,INCONNU,3.5,2.05,0.08,2.05,1.46,3.51,20.0,Après-midi,PROBLEME GUIDE FILE
KOMAX_2,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-13 14:10:50,2025-09-13 14:10:57,2025-09-13 14:13:33,2025-09-13 14:14:24.520,00:03:27,00:02:36,28773,974,reset,na,3.45,2.6,0.12,2.6,0.86,3.46,14.0,Après-midi,RESET
KOMAX_20,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-13 16:26:43,2025-09-13 16:26:47,2025-09-13 16:32:45,2025-09-13 16:45:35.377,00:18:48,00:05:58,22048,3377,changment kit joint,19332,18.8,5.97,0.07,5.97,12.84,18.81,16.0,Après-midi,CHANGMENT KIT-JOINT JOINT
KOMAX_22,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-15 15:23:44,2025-09-15 15:25:13,2025-09-15 15:27:36,2025-09-15 15:32:26.187,00:07:13,00:02:23,91717,3377,rancage la buse ,53183,7.22,2.38,1.48,2.38,4.84,7.22,15.0,Après-midi,RANCAGE LA BUSE MARQUAGE
KOMAX_25,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-15 15:42:35,2025-09-15 15:42:54,2025-09-15 15:47:36,2025-09-15 15:48:20.083,00:05:26,00:04:42,18552,3377,fixation pille ,INCONNU,5.43,4.7,0.32,4.7,0.73,5.43,15.0,Après-midi,FIXATION PILLE
KOMAX_51,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-15 18:55:35,2025-09-15 18:55:40,2025-09-15 18:59:36,2025-09-15 19:04:19.517,00:08:39,00:03:56,28860,3377,changment kit,INCONNU,8.65,3.93,0.08,3.93,4.73,8.66,18.0,Après-midi,CHANGMENT KIT-JOINT
KOMAX_39,APPAREILS QUALITE,Q09,P-Autres de qualité,Maintenance,2025-09-15 20:28:11,2025-09-15 20:28:21,2025-09-15 20:30:36,2025-09-15 20:33:02.263,00:04:41,00:02:15,18789,830,parmt joint,332,4.68,2.25,0.17,2.25,2.44,4.69,20.0,Après-midi,PARMT JOINT
KOMAX_57,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-16 04:04:00,2025-09-16 04:05:23,2025-09-16 04:07:41,2025-09-16 04:11:53.387,00:06:30,00:02:18,28763,1613,R.A.S,na,6.5,2.3,1.38,2.3,4.21,6.51,4.0,Nuit,RIEN A SIGNALER
KOMAX_23,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-16 07:56:21,2025-09-16 07:56:25,2025-09-16 07:59:25,2025-09-16 07:59:27.060,00:03:02,00:03:00,28854,976,pb separateur ,60958,3.03,3.0,0.07,3.0,0.03,3.03,7.0,Matin,PROBLEME SEPARATEUR
KOMAX_26,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-16 08:46:18,2025-09-16 08:46:21,2025-09-16 08:51:00,2025-09-16 08:51:10.473,00:04:49,00:04:39,28774,831,AUCUN COMMENTAIRE,INCONNU,4.82,4.65,0.05,4.65,0.17,4.82,8.0,Matin,AUCUN COMMENTAIRE
KOMAX_18,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-16 14:36:44,2025-09-16 14:37:56,2025-09-16 14:39:45,2025-09-16 15:10:09.353,00:32:13,00:01:49,28768,3377,centrage le jet et rag modulation + rancage la buse ,54241,32.22,1.82,1.2,1.82,30.41,32.22,14.0,Après-midi,CENTRAGE LE JET ET RAG MODULATION + RANCAGE LA BUSE MARQUAGE
KOMAX_34,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-16 17:25:16,2025-09-16 17:26:41,2025-09-16 17:30:32,2025-09-16 17:45:22.530,00:18:41,00:03:51,17796,3377,rancage la buse et reg modulation ,530408,18.68,3.85,1.42,3.85,14.84,18.69,17.0,Après-midi,RANCAGE LA BUSE MARQUAGE ET REGLAGE MODULATION
KOMAX_34,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-16 17:54:40,2025-09-16 17:54:49,2025-09-16 17:56:43,2025-09-16 17:59:54.023,00:05:05,00:01:54,17796,3377,reg modulation ,53408,5.08,1.9,0.15,1.9,3.18,5.08,17.0,Après-midi,REGLAGE MODULATION
KOMAX_43,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-17 07:10:14,2025-09-17 07:10:18,2025-09-17 07:13:48,2025-09-17 07:17:59.247,00:07:41,00:03:30,17990,4980,reg avancement,LS30797,7.68,3.5,0.07,3.5,4.19,7.69,7.0,Matin,REGLAGE AVANCEMENT
KOMAX_14,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-17 07:50:23,2025-09-17 07:50:29,2025-09-17 07:57:09,2025-09-17 08:02:26.857,00:11:57,00:06:40,28772,4980,ajustement traject+reg avancement,LS109181,11.95,6.67,0.1,6.67,5.3,11.96,7.0,Matin,AJUSTEMENT TRAJECT+REGLAGE AVANCEMENT
KOMAX_60,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-17 09:54:02,2025-09-17 09:54:05,2025-09-17 10:15:55,2025-09-17 10:16:48.100,00:22:43,00:21:50,21577,238,reg bellmouth+avancement,LS109194,22.72,21.83,0.05,21.83,0.88,22.72,9.0,Matin,REGLAGE BELLMOUTH TÉMOIN+AVANCEMENT
KOMAX_62,APPAREILS QUALITE,Q09,P-Autres de qualité,Maintenance,2025-09-17 18:09:53,2025-09-17 18:09:56,2025-09-17 18:15:07,2025-09-17 18:21:01.843,00:11:05,00:05:11,24895,830,deactver inversement joint,INCONNU,11.08,5.18,0.05,5.18,5.91,11.1,18.0,Après-midi,DEACTVER INVERSEMENT JOINT
KOMAX_19,APPAREILS QUALITE,Q02,P-Micromètre,Maintenance,2025-09-18 04:12:04,2025-09-18 04:12:08,2025-09-18 04:20:38,2025-09-18 04:26:32.110,00:14:24,00:08:30,18805,5683,RACCORDEMENT,INCONNU,14.4,8.5,0.07,8.5,5.9,14.4,4.0,Nuit,RACCORDEMENT
KOMAX_38,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-18 10:56:19,2025-09-18 10:57:36,2025-09-18 11:00:16,2025-09-18 12:45:09.313,01:47:33,00:02:40,24896,4980,CHangement des poincons et AJUSTEMENT D4QSPECT DE SERTISSage ,LS91418,107.55,2.67,1.28,2.67,104.89,107.56,10.0,Matin,CHANGEMENT DES POINCONS ET AJUSTEMENT D4QSPECT DE SERTISSAGE
KOMAX_20,APPAREILS QUALITE,Q02,P-Micromètre,Maintenance,2025-09-19 10:52:46,2025-09-19 10:52:49,2025-09-19 10:56:17,2025-09-19 11:10:22.783,00:17:33,00:03:28,22048,974,reg configuiration,na,17.55,3.47,0.05,3.47,14.1,17.56,10.0,Matin,REGLAGE CONFIGUIRATION
KOMAX_27,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-19 13:11:54,2025-09-19 13:11:57,2025-09-19 13:13:14,2025-09-19 13:22:30.453,00:10:33,00:01:17,22045,4980,reg bellmouth+avancement,LS53718,10.55,1.28,0.05,1.28,9.27,10.56,13.0,Matin,REGLAGE BELLMOUTH TÉMOIN+AVANCEMENT
KOMAX_48,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-19 14:57:36,2025-09-19 14:57:40,2025-09-19 15:02:04,2025-09-19 15:08:20.330,00:10:40,00:04:24,97962,3377,rincage la buse et nettoyage ,94307,10.67,4.4,0.07,4.4,6.27,10.67,14.0,Après-midi,RINCAGE LA BUSE MARQUAGE ET NETTOYAGE
KOMAX_18,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-19 17:38:39,2025-09-19 17:38:45,2025-09-19 17:45:59,2025-09-19 17:47:40.083,00:08:55,00:07:14,28768,3377,reset,Q1210,8.92,7.23,0.1,7.23,1.68,8.92,17.0,Après-midi,RESET
KOMAX_60,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-20 07:45:58,2025-09-20 07:47:58,2025-09-20 07:52:31,2025-09-20 07:57:47.060,00:09:49,00:04:33,21577,4980,reg avancement,LS109194,9.82,4.55,2.0,4.55,5.27,9.82,7.0,Matin,REGLAGE AVANCEMENT
KOMAX_62,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-20 14:18:12,2025-09-20 14:18:16,2025-09-20 14:25:33,2025-09-20 14:31:46.273,00:13:30,00:07:17,24895,3377,changment kit pb end plate,56954,13.5,7.28,0.07,7.28,6.22,13.5,14.0,Après-midi,CHANGMENT KIT-JOINT PROBLEME END PLATE
KOMAX_1,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-20 19:51:15,2025-09-21 18:04:38,2025-09-21 18:04:42,2025-09-21 18:07:08.113,00:02:30,00:00:04,0000,4980,demarrage,54258,2.5,0.07,1333.38,0.07,2.44,2.5,19.0,Après-midi,DEMARRAGE
KOMAX_2,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-20 19:50:53,2025-09-21 18:08:52,2025-09-21 18:08:56,2025-09-21 18:11:57.273,00:03:05,00:00:04,0000,4980,demarrage,0000,3.08,0.07,1337.98,0.07,3.02,3.09,19.0,Après-midi,DEMARRAGE
KOMAX_4,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-20 19:43:58,2025-09-21 18:15:59,2025-09-21 18:16:02,2025-09-21 18:17:07.640,00:01:08,00:00:03,0000,4980,demarrage,53657,1.13,0.05,1352.02,0.05,1.09,1.14,19.0,Après-midi,DEMARRAGE
KOMAX_5,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-20 19:45:49,2025-09-21 18:18:53,2025-09-21 18:18:56,2025-09-21 18:21:58.453,00:03:05,00:00:03,0000,4980,demarrage,54141,3.08,0.05,1353.07,0.05,3.04,3.09,19.0,Après-midi,DEMARRAGE
KOMAX_6,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-20 19:45:08,2025-09-21 18:21:01,2025-09-21 18:21:05,2025-09-21 18:21:45.340,00:00:44,00:00:04,0000,4980,demarrage,53184,0.73,0.07,1355.88,0.07,0.67,0.74,19.0,Après-midi,DEMARRAGE
KOMAX_7,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-20 19:46:10,2025-09-21 18:22:47,2025-09-21 18:22:49,2025-09-21 18:23:29.943,00:00:42,00:00:02,0000,4980,demarrage,53824,0.7,0.03,1356.62,0.03,0.68,0.72,19.0,Après-midi,DEMARRAGE
KOMAX_8,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-20 19:50:27,2025-09-21 18:24:49,2025-09-21 18:24:52,2025-09-21 18:25:29.113,00:00:40,00:00:03,0000,4980,demarrage,53639,0.67,0.05,1354.37,0.05,0.62,0.67,19.0,Après-midi,DEMARRAGE
KOMAX_9,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-20 19:50:15,2025-09-21 18:26:39,2025-09-21 18:26:42,2025-09-21 21:16:55.853,02:50:16,00:00:03,0000,4980,demarrage,54200,170.27,0.05,1356.4,0.05,170.23,170.28,19.0,Après-midi,DEMARRAGE
KOMAX_10,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-18 15:33:45,2025-09-21 18:28:22,2025-09-21 18:28:24,2025-09-21 18:28:28.000,00:00:06,00:00:02,0000,4980,demarrage,54221,0.1,0.03,4494.62,0.03,0.07,0.1,15.0,Après-midi,DEMARRAGE
KOMAX_12,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-20 19:49:07,2025-09-21 18:39:00,2025-09-21 18:39:04,2025-09-21 18:39:08.117,00:00:08,00:00:04,0000,4980,demarrage,0000,0.13,0.07,1369.88,0.07,0.07,0.14,19.0,Après-midi,DEMARRAGE
KOMAX_25,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-21 23:54:33,2025-09-21 23:56:18,2025-09-21 23:56:47,2025-09-21 23:59:09.750,00:02:51,00:00:29,91713,831,RAS,INCONNU,2.85,0.48,1.75,0.48,2.38,2.86,23.0,Nuit,RIEN A SIGNALER
KOMAX_20,APPAREILS QUALITE,Q02,P-Micromètre,Maintenance,2025-09-22 00:17:54,2025-09-22 00:17:59,2025-09-22 00:27:40,2025-09-22 00:32:48.567,00:14:49,00:09:41,22048,974,reg micrometre,na,14.82,9.68,0.08,9.68,5.14,14.83,0.0,Nuit,REGLAGE MICROMETRE
KOMAX_52,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-22 01:12:31,2025-09-22 01:12:36,2025-09-22 01:28:25,2025-09-22 01:28:48.543,00:16:12,00:15:49,20800,831,RAS,INCONNU,16.2,15.82,0.08,15.82,0.39,16.21,1.0,Nuit,RIEN A SIGNALER
KOMAX_8,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-22 05:07:49,2025-09-22 05:07:56,2025-09-22 05:11:15,2025-09-22 05:13:39.170,00:05:43,00:03:19,18546,831,red pc,INCONNU,5.72,3.32,0.12,3.32,2.4,5.72,5.0,Nuit,REDEMARRAGE PC
KOMAX_5,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-22 12:58:49,2025-09-22 12:58:54,2025-09-22 13:12:25,2025-09-22 13:24:32.833,00:25:38,00:13:31,91668,3377,reg air et vitesse + centrage,54141,25.63,13.52,0.08,13.52,12.13,25.65,12.0,Matin,REGLAGE AIR ET VITESSE + CENTRAGE
KOMAX_29,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-22 18:48:38,2025-09-22 18:50:34,2025-09-22 18:56:48,2025-09-22 18:57:19.573,00:06:45,00:06:14,21949,976,RAS ,INCONNU,6.75,6.23,1.93,6.23,0.53,6.76,18.0,Après-midi,RIEN A SIGNALER
KOMAX_41,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-22 19:34:23,2025-09-22 19:34:26,2025-09-22 19:52:28,2025-09-22 19:54:15.523,00:19:49,00:18:02,25059,976,pb separateur ,12919,19.82,18.03,0.05,18.03,1.79,19.83,19.0,Après-midi,PROBLEME SEPARATEUR
KOMAX_1,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-23 04:55:23,2025-09-23 04:55:25,2025-09-23 04:59:18,2025-09-23 05:03:08.943,00:07:43,00:03:53,9665,4980,reg avancement,LS109353,7.72,3.88,0.03,3.88,3.85,7.73,4.0,Nuit,REGLAGE AVANCEMENT
KOMAX_18,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-23 10:09:07,2025-09-23 10:09:11,2025-09-23 10:13:07,2025-09-23 10:20:42.303,00:11:31,00:03:56,28768,3377,reg et lubrification tapis,INCONNU,11.52,3.93,0.07,3.93,7.59,11.52,10.0,Matin,REGLAGE ET LUBRIFICATION TAPIS CONVOYEUR
KOMAX_40,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-23 10:45:55,2025-09-23 10:46:03,2025-09-23 10:50:54,2025-09-23 10:54:02.207,00:07:59,00:04:51,16879,1613,reglage tige ,f13049,7.98,4.85,0.13,4.85,3.14,7.99,10.0,Matin,REGLAGE TIGE
KOMAX_48,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-23 11:41:22,2025-09-23 11:41:25,2025-09-23 11:41:32,2025-09-23 11:48:15.210,00:06:50,00:00:07,97962,1613,reiglage bell mouth et temion,f14278,6.83,0.12,0.05,0.12,6.72,6.84,11.0,Matin,REIGLAGE BELLMOUTH TÉMOIN MOUTH ET TEMION
KOMAX_40,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-23 11:45:10,2025-09-23 11:45:22,2025-09-23 11:49:26,2025-09-23 11:52:34.297,00:07:12,00:04:04,16879,1613,reglage lava,F13049,7.2,4.07,0.2,4.07,3.14,7.2,11.0,Matin,REGLAGE AVANCEMENT
KOMAX_32,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-23 13:08:36,2025-09-23 13:08:46,2025-09-23 13:08:56,2025-09-23 13:09:40.697,00:00:54,00:00:10,21944,5986,chgt imp,54235,0.9,0.17,0.17,0.17,0.74,0.91,13.0,Matin,CHANGEMENT IMPRIMANTE
KOMAX_61,APPAREILS QUALITE,Q02,P-Micromètre,Maintenance,2025-09-23 14:21:33,2025-09-23 14:24:16,2025-09-23 14:29:23,2025-09-23 14:32:42.137,00:08:26,00:05:07,22122,5683,RESET,INCONNU,8.43,5.12,2.72,5.12,3.32,8.44,14.0,Après-midi,RESET
KOMAX_50,APPAREILS QUALITE,Q05,P-Camèra Q12XX,Maintenance,2025-09-24 06:48:58,2025-09-24 06:49:09,2025-09-24 07:01:03,2025-09-24 07:39:22.947,00:50:13,00:11:54,82916,830,verification parametre cam,INCONNU,50.22,11.9,0.18,11.9,38.33,50.23,6.0,Matin,VERIFICATION PARAMETRE CAMERA
KOMAX_2,APPAREILS QUALITE,Q02,P-Micromètre,Maintenance,2025-09-24 07:08:43,2025-09-24 07:24:50,2025-09-24 07:24:52,2025-09-24 07:31:08.553,00:06:18,00:00:02,20801,3377,reset 24 et verification cable communication ,K341,6.3,0.03,16.12,0.03,6.28,6.31,7.0,Matin,RESET 24 ET VERIFICATION CABLE COMMUNICATION
KOMAX_21,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-24 07:30:07,2025-09-24 07:30:11,2025-09-24 07:33:45,2025-09-24 07:36:45.887,00:06:34,00:03:34,99766,3377,reset 24v,INCONNU,6.57,3.57,0.07,3.57,3.01,6.58,7.0,Matin,RESET 24V
KOMAX_34,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-24 08:57:13,2025-09-24 08:57:32,2025-09-24 09:00:50,2025-09-24 09:07:51.040,00:10:19,00:03:18,92200,830,reset,INCONNU,10.32,3.3,0.32,3.3,7.02,10.32,8.0,Matin,RESET
KOMAX_50,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-24 09:27:50,2025-09-24 09:27:54,2025-09-24 09:30:48,2025-09-24 09:40:10.800,00:12:16,00:02:54,82916,3377,changment separateur,INCONNU,12.27,2.9,0.07,2.9,9.38,12.28,9.0,Matin,CHANGMENT SEPARATEUR
KOMAX_27,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-24 13:22:27,2025-09-24 13:22:31,2025-09-24 13:23:34,2025-09-24 13:27:35.793,00:05:04,00:01:03,1891,1613,reglage tragectoir,ls82966,5.07,1.05,0.07,1.05,4.03,5.08,13.0,Matin,REGLAGE TRAGECTOIR
KOMAX_62,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-24 18:22:05,2025-09-24 18:22:11,2025-09-24 18:28:25,2025-09-24 18:38:37.817,00:16:26,00:06:14,27314,976,rg les parametres ,INCONNU,16.43,6.23,0.1,6.23,10.21,16.45,18.0,Après-midi,REGLAGE LES PARAMETRES
KOMAX_2,APPAREILS QUALITE,Q02,P-Micromètre,Maintenance,2025-09-25 01:37:06,2025-09-25 01:37:15,2025-09-25 01:43:32,2025-09-25 01:48:11.300,00:10:56,00:06:17,28773,831,chgt port communication,INCONNU,10.93,6.28,0.15,6.28,4.66,10.94,1.0,Nuit,CHANGEMENT PORT COMMUNICATION
KOMAX_21,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-25 05:08:09,2025-09-25 05:08:15,2025-09-25 05:09:44,2025-09-25 05:10:31.123,00:02:16,00:01:29,27312,831,ras,INCONNU,2.27,1.48,0.1,1.48,0.79,2.27,5.0,Nuit,RIEN A SIGNALER
KOMAX_19,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-25 07:37:28,2025-09-25 07:37:39,2025-09-25 07:40:24,2025-09-25 07:55:50.673,00:18:11,00:02:45,28766,3377,reg vitesse et ajuste entrinment ,54214,18.18,2.75,0.18,2.75,15.44,18.19,7.0,Matin,REGLAGE VITESSE ET AJUSTEMENTENTRINMENT
KOMAX_46,APPAREILS QUALITE,Q09,P-Autres de qualité,Maintenance,2025-09-25 10:57:55,2025-09-25 10:58:33,2025-09-25 11:00:03,2025-09-25 11:31:11.870,00:32:38,00:01:30,27160,6222,ajustement parametre inverssement joint ,26182,32.63,1.5,0.63,1.5,31.15,32.65,10.0,Matin,AJUSTEMENT PARAMETRE INVERSSEMENT JOINT
KOMAX_21,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-25 12:45:41,2025-09-25 12:45:44,2025-09-25 12:48:18,2025-09-25 13:09:51.273,00:24:07,00:02:34,99766,3377,changment bute poinsone du miniaplicateur et reg position ,INCONNU,24.12,2.57,0.05,2.57,21.55,24.12,12.0,Matin,CHANGMENT BUTE POINSONE DU MINIAPLICATEUR ET REGLAGE POSITION
KOMAX_26,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-26 02:42:47,2025-09-26 02:42:52,2025-09-26 02:46:48,2025-09-26 02:47:03.360,00:04:11,00:03:56,28774,831,AUCUN COMMENTAIRE,INCONNU,4.18,3.93,0.08,3.93,0.26,4.19,2.0,Nuit,AUCUN COMMENTAIRE
KOMAX_11,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-26 03:17:39,2025-09-26 03:17:44,2025-09-26 03:21:55,2025-09-26 03:23:25.367,00:05:41,00:04:11,25346,831,AUCUN COMMENTAIRE,Na,5.68,4.18,0.08,4.18,1.51,5.69,3.0,Nuit,AUCUN COMMENTAIRE
KOMAX_11,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-26 04:57:23,2025-09-26 05:02:39,2025-09-26 05:02:59,2025-09-26 05:03:58.453,00:01:19,00:00:20,25346,831,AUCUN COMMENTAIRE,NQ,1.32,0.33,5.27,0.33,0.99,1.32,4.0,Nuit,AUCUN COMMENTAIRE
KOMAX_53,APPAREILS QUALITE,Q05,P-Camèra Q12XX,Maintenance,2025-09-27 07:02:45,2025-09-27 07:02:50,2025-09-27 07:09:17,2025-09-27 07:28:23.510,00:25:33,00:06:27,27167,6222,ajustement parametre et ajoute la photo de reference ,na,25.55,6.45,0.08,6.45,19.11,25.56,7.0,Matin,AJUSTEMENT PARAMETRE ET AJOUTE LA PHOTO DE REFERENCE
KOMAX_1,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-27 19:50:23,2025-09-28 18:12:04,2025-09-28 18:12:14,2025-09-28 18:12:26.717,00:00:22,00:00:10,0000,5765,AUCUN COMMENTAIRE,00,0.37,0.17,1341.68,0.17,0.21,0.38,19.0,Après-midi,AUCUN COMMENTAIRE
KOMAX_36,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-27 19:55:09,2025-09-28 19:22:39,2025-09-28 19:22:49,2025-09-28 19:34:35.237,00:11:56,00:00:10,0000,5986,AUCUN COMMENTAIRE,0,11.93,0.17,1407.5,0.17,11.77,11.94,19.0,Après-midi,AUCUN COMMENTAIRE
KOMAX_53,APPAREILS QUALITE,Q09,P-Autres de qualité,Maintenance,2025-09-29 03:39:32,2025-09-29 03:39:37,2025-09-29 03:41:48,2025-09-29 03:48:29.553,00:08:52,00:02:11,27167,6222,reg parametre inversement joint ,na,8.87,2.18,0.08,2.18,6.69,8.88,3.0,Nuit,REGLAGE PARAMETRE INVERSEMENT JOINT
KOMAX_31,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-29 07:18:58,2025-09-29 07:19:59,2025-09-29 07:30:18,2025-09-29 07:39:46.327,00:19:47,00:10:19,21369,976,chang guide file ,INCONNU,19.78,10.32,1.02,10.32,9.47,19.79,7.0,Matin,CHANGEMENT GUIDE FILE
KOMAX_6,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-29 22:16:00,2025-09-29 22:16:08,2025-09-29 22:43:55,2025-09-29 22:45:57.753,00:29:49,00:27:47,97905,830,rset,INCONNU,29.82,27.78,0.13,27.78,2.05,29.83,22.0,Nuit,RSET
KOMAX_15,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-30 02:48:07,2025-09-30 02:48:23,2025-09-30 02:50:39,2025-09-30 02:50:45.370,00:02:22,00:02:16,92038,5765,AUCUN COMMENTAIRE,LS54211,2.37,2.27,0.27,2.27,0.11,2.37,2.0,Nuit,AUCUN COMMENTAIRE
KOMAX_9,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-09-30 15:42:26,2025-09-30 15:42:31,2025-09-30 15:44:31,2025-09-30 15:45:43.203,00:03:12,00:02:00,22103,974,reset switch,na,3.2,2.0,0.08,2.0,1.2,3.2,15.0,Après-midi,RESET SWITCH
KOMAX_52,APPAREILS QUALITE,Q05,P-Camèra Q12XX,Maintenance,2025-09-30 20:35:10,2025-09-30 20:35:15,2025-09-30 20:39:56,2025-09-30 20:43:07.497,00:07:52,00:04:41,20800,3377,reset donnee de refirence ,Q1250,7.87,4.68,0.08,4.68,3.19,7.87,20.0,Après-midi,RESET DONNEE DE REFIRENCE
KOMAX_58,APPAREILS QUALITE,Q05,P-Camèra Q12XX,Maintenance,2025-10-01 04:58:08,2025-10-01 04:58:13,2025-10-01 05:14:06,2025-10-01 05:17:01.930,00:18:48,00:15:53,28766,830,parame joint,INCONNU,18.8,15.88,0.08,15.88,2.93,18.82,4.0,Nuit,PARAME JOINT
KOMAX_9,APPAREILS QUALITE,Q01,P-Pull tester,Maintenance,2025-10-01 20:20:48,2025-10-01 20:20:52,2025-10-01 20:29:44,2025-10-01 20:30:19.653,00:09:27,00:08:52,22103,831,RAS,INCONNU,9.45,8.87,0.07,8.87,0.59,9.46,20.0,Après-midi,RIEN A SIGNALER
